QueryID,ResponseID,QueryName,ResponseName,ReleaseDate,Metacritic,RecommendationCount,ScreenshotCount,SteamSpyOwners,AchievementCount, PriceInitial 
4520,4520,Full Spectrum Warrior,Full Spectrum Warrior,Jul 17 2007,80,104,9,111376,0,9.99
630,630,Alien Swarm,Alien Swarm,Jul 19 2010,77,14625,10,4819841,66,0
2570,2570,Vigil: Blood Bitterness,Vigil: Blood Bitterness(tm),Jun 29 2007,61,129,11,63310,0,0
4560,4560,Company of Heroes,Company of Heroes,Jul 17 2007,93,3856,7,2972719,0,19.99
4570,4570,"Warhammer 40,000: Dawn of War - Game of the Year Edition",Warhammer(r) 40000: Dawn of War(r) - Game of the Year Edition,Aug 7 2007,86,2212,13,1596749,0,12.99
4580,4580,"Warhammer 40,000: Dawn of War – Dark Crusade",Warhammer(r) 40000: Dawn of War(r) - Dark Crusade,Aug 7 2007,87,1715,10,1023010,0,12.99
4700,4700,Medieval II: Total War,Medieval II: Total War(tm),Nov 27 2007,88,5418,10,1794751,0,19.99
4720,4720,Condemned: Criminal Origins,Condemned: Criminal Origins,Oct 29 2012,78,891,5,482988,0,14.95
4760,4760,Rome: Total War,Rome: Total War(tm) - Collection,Aug 28 2007,92,5160,16,1632799,0,9.99
4770,4770,Rome: Total War - Alexander,Rome: Total War(tm) - Alexander,Aug 28 2007,79,266,8,760442,0,4.99
4800,4800,Heroes of Annihilated Empires,Heroes of Annihilated Empires,Nov 22 2006,65,153,16,51832,0,14.99
4850,4850,Cossacks: Back to War,Cossacks: Back to War,Sep 2 2010,60,726,13,164284,0,4.99
4880,4880,Cossacks: European Wars,Cossacks: European Wars,Aug 26 2011,74,135,2,100436,0,4.99
4890,4890,Cossacks II: Battle for Europe,Cossacks II: Battle for Europe,Aug 26 2011,69,223,22,101691,0,4.99
4920,4920,Natural Selection 2,Natural Selection 2,Oct 30 2012,80,7873,17,1680326,60,9.99
6000,6000,STAR WARS™ Republic Commando,STAR WARS(tm) Republic Commando(tm),Jul 8 2009,78,3763,14,1206485,0,9.99
6020,6020,STAR WARS™ Jedi Knight: Jedi Academy™,STAR WARS(tm) Jedi Knight - Jedi Academy(tm),Sep 16 2009,81,3535,12,1536488,0,9.99
6030,6030,STAR WARS™ Jedi Knight II: Jedi Outcast™,STAR WARS(tm) Jedi Knight II - Jedi Outcast(tm),Sep 16 2009,89,1433,14,1217963,0,9.99
6060,6060,STAR WARS™ Battlefront™ II,STAR WARS(tm) Battlefront(tm) II,Jul 8 2009,78,16580,13,2466416,0,9.99
6080,6080,Thrillville: Off the Rails,Thrillville(r): Off the Rails(tm),Jul 8 2009,70,151,8,17935,0,9.99
6120,6120,Shank,Shank,Oct 25 2010,67,1232,10,525494,12,9.99
6200,6200,Ghost Master,Ghost Master(r),Dec 21 2006,81,846,11,166257,0,4.99
6220,6220,FlatOut,FlatOut,Feb 2 2007,72,1241,20,309737,0,7.49
6250,6250,Making History: The Calm & The Storm,Making History: The Calm & the Storm,Mar 13 2007,70,453,6,67077,0,4.99
6270,6270,Ducati World Championship,Ducati World Championship,Sep 21 2007,35,161,11,41609,0,4.99
6300,6300,Dreamfall: The Longest Journey,Dreamfall: The Longest Journey,Jan 12 2007,75,397,19,148143,0,19.99
6310,6310,The Longest Journey,The Longest Journey,May 1 2007,91,737,30,220421,0,9.99
4540,4540,Titan Quest,Titan Quest,Jun 26 2007,77,2218,16,1594238,0,0
6420,6420,Nexus: The Jupiter Incident,Nexus - The Jupiter Incident,Jul 3 2007,77,333,10,81604,0,9.99
6510,6510,Lost Planet: Extreme Condition,Lost Planet(tm): Extreme Condition,Jun 26 2007,66,499,10,460570,0,14.99
6550,6550,Devil May Cry 3: Special Edition,Devil May Cry(r) 3 Special Edition,Jun 12 2007,66,1401,7,225442,0,19.99
6830,6830,Commandos 2: Men of Courage,Commandos 2: Men of Courage,Mar 15 2007,87,877,9,534103,0,3.99
6840,6840,Commandos 3: Destination Berlin,Commandos 3: Destination Berlin,Mar 15 2007,72,415,10,499489,0,3.99
6850,6850,Hitman 2: Silent Assassin,Hitman 2: Silent Assassin,Mar 15 2007,87,1144,5,1309073,0,6.99
6860,6860,Hitman: Blood Money,Hitman: Blood Money,Mar 15 2007,82,3895,8,1454166,0,8.99
6870,6870,Battlestations: Midway,Battlestations: Midway,Mar 15 2007,76,214,29,364259,0,6.99
6880,6880,Just Cause,Just Cause,Mar 15 2007,75,1565,10,1269616,0,6.99
6900,6900,Hitman: Codename 47,Hitman: Codename 47,Mar 15 2007,73,1049,5,1134565,0,6.99
6910,6910,Deus Ex: Game of the Year Edition,Deus Ex: Game of the Year Edition,Mar 29 2007,90,3706,11,1198773,0,6.99
6920,6920,Deus Ex: Invisible War,Deus Ex: Invisible War,Mar 29 2007,80,679,7,876302,0,6.99
6980,6980,Thief: Deadly Shadows,Thief: Deadly Shadows,Mar 29 2007,85,860,9,678121,0,8.99
7000,7000,Tomb Raider: Legend,Tomb Raider: Legend,Mar 29 2007,82,921,12,860519,0,6.99
7010,7010,Project: Snowblind,Project: Snowblind,Mar 29 2007,76,110,10,67615,0,5.99
7020,7020,Rogue Trooper,Rogue Trooper,Mar 29 2007,69,157,9,70484,0,9.99
7110,7110,Jade Empire: Special Edition,Jade Empire(tm): Special Edition,Feb 27 2007,81,721,15,198002,0,14.99
7200,7200,TrackMania United,Trackmania United Forever Star Edition,Apr 16 2008,80,633,15,129849,0,29.99
7210,7210,Runaway: A Road Adventure,Runaway A Road Adventure,Mar 14 2007,74,212,10,120344,0,9.99
7510,7510,X-Blades,X-Blades,Apr 30 2009,54,1846,10,547734,0,9.99
7520,7520,Two Worlds II,Two Worlds II,Feb 3 2011,76,3331,10,945172,0,19.99
7600,7600,Sid Meier's Railroads!,Sid Meiers Railroads!,May 4 2007,77,1097,8,531772,0,9.99
7610,7610,Railroad Tycoon 3,Railroad Tycoon 3,May 4 2007,80,273,14,226877,0,9.99
7620,7620,Railroad Tycoon 2: Platinum,Railroad Tycoon II Platinum,May 4 2007,89,296,8,175763,0,4.99
7670,7670,BioShock,BioShock(tm),Aug 21 2007,96,16260,9,3635595,0,19.99
7770,7770,X-COM: Enforcer,X-COM: Enforcer,Sep 4 2008,65,201,7,585756,0,4.99
7830,7830,Men of War,Men of War(tm),May 6 2009,80,1203,8,338074,0,4.99
7860,7860,NecroVisioN,NecroVision,May 20 2009,63,506,10,112990,0,4.99
7940,7940,Call of Duty 4: Modern Warfare,Call of Duty(r) 4: Modern Warfare(r),Nov 12 2007,92,5983,14,1056728,0,19.99
8000,8000,Tomb Raider: Anniversary,Tomb Raider: Anniversary,Jun 5 2007,83,1111,6,904281,0,8.99
8080,8080,Kane & Lynch: Dead Men,Kane and Lynch: Dead Men(tm),Dec 13 2007,67,1136,7,429722,0,6.99
8140,8140,Tomb Raider: Underworld,Tomb Raider: Underworld,Nov 21 2008,80,1079,16,936922,0,8.99
8170,8170,Battlestations: Pacific,Battlestations Pacific,May 13 2009,74,897,16,276557,0,8.99
8190,8190,Just Cause 2,Just Cause 2,Mar 23 2010,84,27899,10,4240721,50,14.99
8340,8340,Strong Bad Episode 1: Homestar Ruiner,Strong Bads Cool Game for Attractive People: Season 1,Dec 18 2008,82,175,10,165181,0,19.99
8400,8400,Geometry Wars: Retro Evolved,Geometry Wars: Retro Evolved,Jun 18 2007,76,507,22,167333,0,3.99
8500,8500,EVE Online,EVE Online,Dec 15 2010,88,4269,22,592571,0,19.99
8600,8600,RACE 07,RACE 07,Oct 15 2007,83,1637,9,1139587,0,3.99
8800,8800,Sid Meier's Civilization IV: Beyond the Sword,Civilization IV: Beyond the Sword,Jul 24 2007,86,780,10,1193213,0,9.99
8850,8850,BioShock 2,BioShock(r) 2,Feb 9 2010,88,7624,7,3219325,68,19.99
8870,8870,BioShock Infinite,BioShock Infinite,Mar 25 2013,94,55512,9,4619328,80,29.99
8880,8880,Freedom Force,Freedom Force,May 29 2009,90,242,11,252524,0,4.99
8930,8930,Sid Meier's Civilization V,Sid Meiers Civilization(r) V,Sep 21 2010,90,85750,5,9711421,287,29.99
8980,8980,Borderlands,Borderlands,Oct 26 2009,81,15545,10,3134313,80,19.99
9010,9010,Return to Castle Wolfenstein,Return to Castle Wolfenstein,Aug 3 2007,88,1533,9,356188,0,4.99
9050,9050,DOOM 3,DOOM 3,Aug 3 2007,87,1645,8,412863,0,4.99
9200,9200,RAGE,RAGE,Oct 3 2011,79,8176,11,1325035,60,9.99
9340,9340,Company of Heroes: Opposing Fronts,Company of Heroes: Opposing Fronts,Sep 24 2007,87,457,10,2384453,0,19.99
9350,9350,Supreme Commander,Supreme Commander,Sep 28 2011,86,782,11,829851,0,14.99
9420,9420,Supreme Commander: Forged Alliance,Supreme Commander: Forged Alliance,Sep 28 2011,81,2834,2,905357,0,14.99
9460,9460,Frontlines: Fuel of War,Frontlines(tm): Fuel of War(tm),Feb 29 2008,73,438,24,219165,0,19.99
9480,9480,Saints Row 2,Saints Row 2,Jan 7 2009,72,6867,8,2305360,0,9.99
9500,9500,Gish,Gish,Jul 20 2007,80,219,13,307943,11,9.99
9800,9800,Death to Spies,Death to Spies,Mar 12 2008,69,450,19,81066,0,4.99
9870,9870,Ghostbusters: The Video Game,Ghostbusters: The Videogame,Jun 16 2009,74,1518,8,229747,0,9.99
4550,4550,Titan Quest: Immortal Throne,Titan Quest - Immortal Throne,Mar 5 2007,80,2216,9,1047402,0,0
6370,6370,Bloodline Champions,Bloodline Champions,Oct 28 2011,79,1381,13,682066,0,0
9930,9930,Test Drive Unlimited 2,Test Drive Unlimited 2,11-Feb,72,5972,11,419499,57,19.99
9940,9940,Blade Kitten,Blade Kitten,May 22 2014,52,670,14,64387,20,2.99
9990,9990,Ghostbusters: Sanctum of Slime,Ghostbusters: Sanctum of Slime,Mar 23 2011,43,105,6,20805,12,9.99
10090,10090,Call of Duty: World at War,Call of Duty: World at War,Nov 18 2008,83,13072,19,1526265,0,19.99
10130,10130,TimeShift,TimeShift(tm),Jul 23 2009,71,571,18,113349,0,19.99
10150,10150,Prototype,Prototype(tm),Jun 10 2009,79,2122,10,482271,0,19.99
10180,10180,Call of Duty: Modern Warfare 2,Call of Duty(r): Modern Warfare(r) 2,Nov 11 2009,86,22223,15,5137828,50,19.99
10220,10220,Postal 3,Postal III,Feb 17 2012,24,1045,5,74251,38,14.99
10500,10500,Empire: Total War,Empire: Total War(tm),Mar 3 2009,90,11234,14,3604030,30,19.99
10680,10680,Aliens vs. Predator,Aliens vs. Predator(tm),Feb 16 2010,68,7194,8,1099413,50,14.99
11050,11050,Dracula: Origin,Dracula Origin,Aug 7 2008,70,109,14,46810,0,9.99
9880,9880,Champions Online,Champions Online,Jun 14 2011,72,2160,18,777480,713,0
11140,11140,Sherlock Holmes: The Awakened - Remastered,Sherlock Holmes: The Awakened - Remastered Edition,Aug 6 2009,72,131,13,96669,0,9.99
11190,11190,Sherlock Holmes versus Jack the Ripper,Sherlock Holmes versus Jack the Ripper,Dec 23 2009,73,257,11,99898,0,9.99
11200,11200,Shadowgrounds: Survivor,Shadowgrounds Survivor,Nov 14 2007,79,465,6,501103,0,9.99
11340,11340,Larva Mortus,Larva Mortus,Mar 19 2009,64,619,15,143300,25,4.99
11370,11370,Nikopol: Secrets of the Immortals,Nikopol: Secrets of the Immortals,Jul 30 2009,68,236,14,159621,0,4.99
11450,11450,Overlord,Overlord(tm),Nov 12 2009,81,2050,14,1184604,0,4.99
11480,11480,Soldiers: Heroes of World War II,Soldiers: Heroes of World War II,Jul 3 2014,77,166,9,65283,0,4.99
11590,11590,Hospital Tycoon,Hospital Tycoon,Feb 13 2009,51,349,14,208046,0,4.99
12100,12100,Grand Theft Auto III,Grand Theft Auto III,Jan 6 2011,93,2768,12,1579711,0,9.99
12110,12110,Grand Theft Auto: Vice City,Grand Theft Auto: Vice City,Jan 10 2011,94,4866,12,1830263,0,9.99
12120,12120,Grand Theft Auto: San Andreas,Grand Theft Auto: San Andreas,Jan 6 2011,93,14209,10,2796598,0,14.99
12130,12130,Manhunt,Manhunt,Jan 4 2008,75,555,5,114784,0,9.99
12140,12140,Max Payne,Max Payne,Jan 4 2008,89,2214,15,549527,0,9.99
12150,12150,Max Payne 2: The Fall of Max Payne,Max Payne 2: The Fall of Max Payne,Jan 4 2008,86,1404,4,565848,0,9.99
12160,12160,Midnight Club II,Midnight Club 2,Jan 4 2008,81,384,16,212888,0,9.99
12200,12200,Bully: Scholarship Edition,Bully: Scholarship Edition,Oct 21 2008,72,5797,15,838101,0,14.99
12210,12210,Grand Theft Auto IV,Grand Theft Auto IV,Dec 2 2008,90,36012,14,4174362,0,19.99
12320,12320,Sacred Gold,Sacred Gold,Jul 9 2008,74,951,8,193339,0,9.99
12330,12330,DarkStar One,Darkstar One,Feb 13 2008,71,219,13,92365,0,7.99
12360,12360,FlatOut: Ultimate Carnage,FlatOut: Ultimate Carnage,Aug 26 2008,79,1450,14,329106,0,19.99
12470,12470,Port Royale 2,Port Royale 2,Jun 16 2009,75,179,8,69050,0,4.99
12500,12500,Puzzle Quest,PuzzleQuest: Challenge of the Warlords,Jan 29 2008,84,437,7,111017,0,9.99
12640,12640,Drakensang,Drakensang,Mar 9 2009,75,148,18,78376,0,9.99
12750,12750,GRID,GRID(tm),Jun 4 2008,87,2893,11,734257,0,14.99
12770,12770,Rise of the Argonauts,Rise of the Argonauts,Jan 7 2009,59,375,37,371433,0,9.99
12790,12790,Damnation,Damnation,May 22 2009,41,239,6,69229,0,9.99
12810,12810,Overlord II,Overlord II,Jun 24 2009,79,1349,13,1033592,0,9.99
12830,12830,Operation Flashpoint: Dragon Rising,Operation Flashpoint: Dragon Rising,Oct 6 2009,76,1084,8,706637,0,9.99
12900,12900,Audiosurf,AudioSurf,Feb 15 2008,85,8181,20,1412737,19,9.99
9900,9900,Star Trek Online,Star Trek Online,Jan 31 2012,76,7304,35,1604461,0,0
13200,13200,Unreal II: The Awakening,Unreal 2: The Awakening,Mar 17 2008,75,188,10,274943,0,14.99
13210,13210,Unreal Tournament 3: Black Edition,Unreal Tournament 3 Black,Mar 5 2009,83,1888,24,662159,57,19.99
13230,13230,Unreal Tournament 2004,Unreal Tournament 2004: Editors Choice Edition,Mar 17 2004,93,1318,10,386140,0,14.99
13240,13240,Unreal Tournament: Game of the Year Edition,Unreal Tournament: Game of the Year Edition,Mar 17 2008,92,1140,10,352960,0,9.99
13500,13500,Prince of Persia: Warrior Within,Prince of Persia: Warrior Within(tm),Nov 21 2008,83,396,16,214861,0,9.99
13520,13520,Far Cry,Far Cry(r),Apr 1 2008,89,2318,5,860878,0,9.99
13530,13530,Prince of Persia: The Two Thrones,Prince of Persia: The Two Thrones(tm),Nov 21 2008,85,237,5,206073,0,9.99
13540,13540,Tom Clancy's Rainbow Six: Vegas,Tom Clancys Rainbow Six(r) Vegas,Apr 9 2008,85,260,6,267410,0,9.99
13560,13560,Tom Clancy's Splinter Cell,Tom Clancys Splinter Cell(r),Apr 1 2008,91,586,5,251627,0,9.99
13570,13570,Tom Clancy's Splinter Cell: Chaos Theory,Tom Clancys Splinter Cell Chaos Theory(r),Aug 27 2009,92,1230,5,344889,0,9.99
13580,13580,Tom Clancy's Splinter Cell: Double Agent,Tom Clancys Splinter Cell Double Agent(r),Feb 13 2009,80,492,7,247861,0,9.99
13600,13600,Prince of Persia: The Sands of Time,Prince of Persia(r): The Sands of Time,Nov 21 2008,89,558,8,239432,0,9.99
15000,15000,Tom Clancy's Rainbow Six: Lockdown,Tom Clancys Rainbow Six Lockdown(tm),May 13 2008,59,110,6,74968,0,9.99
15080,15080,Rayman: Raving Rabbids,Rayman Raving Rabbids(tm),Jun 13 2008,58,133,6,14886,0,9.99
15100,15100,Assassin's Creed,Assassins Creed(tm): Directors Cut Edition,Apr 9 2008,79,4031,11,812095,0,19.99
15120,15120,Tom Clancy's Rainbow Six: Vegas 2,Tom Clancys Rainbow Six(r) Vegas 2,Apr 16 2008,78,2133,26,507021,0,9.99
15170,15170,Heroes of Might & Magic V,Heroes of Might & Magic V,May 13 2008,77,772,6,354933,0,9.99
15190,15190,Brothers in Arms: Road to Hill 30,Brothers in Arms: Road to Hill 30(tm),May 13 2008,87,349,12,98822,0,9.99
15200,15200,Silent Hunter: Wolves of the Pacific,Silent Hunter(r): Wolves of the Pacific,Jun 13 2008,79,199,16,77479,0,9.99
15210,15210,Silent Hunter III,Silent Hunter(r) III,Jun 13 2008,90,382,6,116219,0,9.99
15270,15270,Cold Fear,Cold Fear(tm),May 13 2008,66,150,9,15424,0,9.99
15320,15320,IL-2 Sturmovik: 1946,IL-2 Sturmovik: 1946,Jun 13 2008,86,878,15,233693,0,9.99
15300,15300,Tom Clancy's Ghost Recon,Tom Clancys Ghost Recon(r),Jul 15 2008,80,327,6,124110,0,9.99
15370,15370,Heroes of Might & Magic V: Tribes of the East,Heroes of Might & Magic V: Tribes of the East,Oct 10 2008,70,404,4,275481,0,9.99
15390,15390,Brothers in Arms: Hell's Highway,Brothers in Arms: Hells Highway(tm),Oct 8 2008,79,485,11,112093,0,9.99
15520,15520,AaAaAA!!! - A Reckless Disregard for Gravity,AaAaAA!!! - A Reckless Disregard for Gravity,Sep 3 2009,81,579,15,173969,7,9.99
15620,15620,"Warhammer® 40,000™: Dawn of War® II",Warhammer(r) 40000(tm): Dawn of War(r) II,Feb 18 2009,85,4541,9,2683249,73,19.99
16450,16450,F.E.A.R. 2: Project Origin,F.E.A.R. 2: Project Origin,Feb 12 2009,79,2524,16,1910790,0,14.99
16710,16710,Insecticide Part 1,Insecticide Part 1,Jul 1 2008,65,376,11,118191,0,1.99
16720,16720,Velvet Assassin,Velvet Assassin,May 1 2009,61,1710,23,289291,0,4.99
16730,16730,Legendary,Legendary,Dec 1 2008,50,1794,21,288035,0,2.99
16810,16810,Sid Meier's Civilization IV: Colonization,Sid Meiers Civilization IV: Colonization,Sep 23 2008,83,255,13,1180838,0,19.99
11130,11130,Sherlock Holmes: The Mystery of The Mummy,Sherlock Holmes: The Mystery of the Mummy,Aug 6 2009,61,125,8,122854,0,0
17100,17100,Children of the Nile,Children of the Nile: Enhanced Edition,Jul 8 2008,75,129,12,51832,16,7.99
17140,17140,Hinterland,Hinterland,Sep 30 2008,65,115,17,34256,9,9.99
17300,17300,Crysis,Crysis,Sep 17 2008,91,3881,5,1001129,0,19.99
17330,17330,Crysis Warhead,Crysis Warhead(r),Sep 17 2008,84,1131,21,847606,0,19.99
17390,17390,Spore,SPORE(tm),Dec 19 2008,84,8853,11,1512993,0,19.99
17410,17410,Mirror's Edge,Mirrors Edge(tm),Jan 14 2009,81,14960,13,2800364,0,19.99
17430,17430,Need for Speed: Undercover,Need for Speed Undercover,Dec 19 2008,65,1726,20,301666,0,9.99
17450,17450,Dragon Age: Origins,Dragon Age: Origins,Nov 5 2009,91,4146,8,842943,0,19.99
17460,17460,Mass Effect,Mass Effect,Dec 19 2008,89,6793,12,1551374,0,19.99
17470,17470,Dead Space,Dead Space,Jan 9 2009,86,5984,20,2261060,0,19.99
17480,17480,Command and Conquer: Red Alert 3,Command & Conquer: Red Alert 3,Jan 8 2009,82,2511,14,693007,0,19.99
17710,17710,Nuclear Dawn,Nuclear Dawn,Sep 26 2011,71,1706,33,417167,58,9.99
18040,18040,DeathSpank,DeathSpank,Oct 25 2010,77,419,10,127876,12,14.99
18050,18050,DeathSpank: Thongs Of Virtue,DeathSpank: Thongs of Virtue,Nov 30 2010,78,115,10,93082,13,14.99
18070,18070,The Baconing,The Baconing,Aug 31 2011,63,154,22,125365,12,14.99
18120,18120,Unstoppable Gorg,Unstoppable Gorg,Jan 19 2012,73,187,13,68512,30,9.99
18400,18400,Crazy Machines 2,Crazy Machines 2,Jun 20 2008,72,168,10,142224,0,24.99
18500,18500,Defense Grid: The Awakening,Defense Grid: The Awakening,Dec 8 2008,81,2729,25,582707,87,9.99
18700,18700,And Yet It Moves,And Yet It Moves,Apr 2 2009,75,938,10,549886,30,9.99
19000,19000,Silent Hill: Homecoming,Silent Hill Homecoming,Nov 6 2008,64,409,5,79273,0,39.99
13140,13140,America's Army 3,Americas Army 3,Jun 17 2009,70,2053,10,915938,71,0
19800,19800,Brothers in Arms: Earned in Blood,Brothers in Arms: Earned in Blood(tm),Oct 10 2008,84,154,7,92903,0,9.99
19830,19830,Tom Clancy's Rainbow Six 3: Gold Edition,Tom Clancys Rainbow Six(r) 3 Gold,Sep 25 2008,85,556,9,139534,0,9.99
19900,19900,Far Cry 2,Far Cry(r) 2: Fortunes Edition,Oct 22 2008,85,4267,13,1272844,0,9.99
19930,19930,The Settlers: Rise of an Empire Gold Edition  ,The Settlers(r): Rise Of An Empire Gold Edition,Oct 10 2008,66,132,17,46452,0,19.99
19980,19980,Prince of Persia,Prince of Persia(r),Dec 10 2008,82,783,7,264720,0,9.99
20500,20500,Red Faction: Guerrilla Steam Edition,Red Faction Guerrilla Steam Edition,Sep 15 2009,82,5452,20,1034488,60,19.99
20510,20510,S.T.A.L.K.E.R.: Clear Sky,S.T.A.L.K.E.R.: Clear Sky,Sep 15 2008,75,2701,25,657854,0,9.99
20530,20530,Red Faction,Red Faction,Aug 5 2009,78,945,8,542532,0,9.99
20540,20540,Company of Heroes: Tales of Valor,Company of Heroes: Tales of Valor,Apr 8 2009,70,1088,48,2162597,0,19.99
20550,20550,Red Faction II,Red Faction II,Aug 6 2009,64,446,18,512222,0,9.99
20570,20570,"Warhammer® 40,000™: Dawn of War® II - Chaos Rising™",Warhammer(r) 40000: Dawn of War(r) II Chaos Rising,Mar 10 2010,85,1333,7,1864877,73,19.99
20820,20820,Shatter,Shatter,Mar 15 2010,84,904,11,410890,30,9.99
20900,20900,The Witcher: Enhanced Edition,The Witcher: Enhanced Edition Directors Cut,Sep 19 2008,86,15728,18,3165161,0,9.99
20920,20920,The Witcher 2: Assassins of Kings Enhanced Edition,The Witcher 2: Assassins of Kings Enhanced Edition,Apr 16 2012,88,25180,23,4424016,52,19.99
21000,21000,LEGO Batman: The Videogame,LEGO Batman,Sep 29 2008,80,550,5,221317,0,19.99
21010,21010,Watchmen: The End Is Nigh,Watchmen: The End is Nigh,Mar 4 2009,61,294,9,40533,0,4.99
21030,21030,Watchmen: The End Is Nigh Part 2,Watchmen: The End is Nigh Part 2,Jul 29 2009,44,110,11,34076,0,4.99
21090,21090,F.E.A.R.,F.E.A.R.,May 21 2010,88,3981,10,1230518,0,9.99
21100,21100,F.E.A.R. 3,F.E.A.R. 3,Jun 21 2011,74,5010,16,1844431,50,19.99
21130,21130,Lego Harry Potter,LEGO Harry Potter: Years 1-4,Jun 29 2010,79,970,10,298796,0,19.99
21640,21640,FLOCK!,Flock!,Apr 7 2009,65,110,20,35691,13,4.99
21660,21660,Street Fighter IV,Street Fighter(r) IV,Jul 7 2009,91,343,17,108865,0,19.99
21670,21670,Bionic Commando,Bionic Commando,Jul 28 2009,69,589,6,162491,0,9.99
21680,21680,Bionic Commando Rearmed,Bionic Commando: Rearmed,Jul 28 2009,86,570,10,437792,0,9.99
21690,21690,Resident Evil 5 / Biohazard 5,Resident Evil(tm) 5/ Biohazard 5(r),Sep 15 2009,86,5145,60,839535,70,19.99
21780,21780,Driver: Parallel Lines,Driver(r) Parallel Lines,Feb 13 2009,61,197,5,23136,0,9.99
21800,21800,Tom Clancy's EndWar,Tom Clancys EndWar(tm),Feb 25 2009,68,243,6,87164,0,9.99
21980,21980,Call of Juarez: Bound in Blood,Call of Juarez(r): Bound in Blood,Jul 2 2009,78,828,8,211453,0,9.99
22000,22000,World of Goo,World of Goo,Oct 13 2008,90,2685,11,1035206,8,9.99
22100,22100,Mount & Blade,Mount & Blade,Nov 3 2008,72,2086,11,1003999,0,9.99
22120,22120,Penumbra: Black Plague,Penumbra: Black Plague Gold Edition,Jan 23 2009,78,930,7,357085,0,9.99
22130,22130,Hearts of Iron II: Complete,Hearts of Iron 2 Complete,Jan 23 2009,83,149,6,83039,0,14.99
17080,17080,Tribes: Ascend,Tribes: Ascend,Jun 27 2012,86,7269,14,1883350,0,0
22180,22180,Penumbra: Overture,Penumbra Overture,Mar 6 2009,73,1096,17,477429,0,9.99
22200,22200,Zeno Clash,Zeno Clash,Apr 21 2009,77,1800,21,485320,22,9.99
22230,22230,Rock of Ages,Rock of Ages,Sep 7 2011,74,2278,13,464515,19,9.99
22300,22300,Fallout 3,Fallout 3,Oct 28 2008,91,8031,19,752730,0,9.99
22310,22310,Rogue Warrior,Rogue Warrior,Dec 1 2009,29,364,5,87523,45,4.99
22320,22320,The Elder Scrolls III: Morrowind,The Elder Scrolls III: Morrowind(r) Game of the Year Edition,Jun 16 2009,89,5428,11,1105690,0,14.99
22330,22330,The Elder Scrolls IV: Oblivion ,The Elder Scrolls IV: Oblivion(r) Game of the Year Edition,Jun 16 2009,94,7792,29,1728033,0,14.99
22340,22340,Call of Cthulhu: Dark Corners of the Earth,Call of Cthulhu(r): Dark Corners of the Earth,Jun 16 2009,76,970,6,199078,0,4.99
22350,22350,BRINK,BRINK,May 9 2011,70,2880,20,656778,43,7.99
22370,22370,Fallout 3 - Game of the Year Edition,Fallout 3: Game of the Year Edition,Dec 17 2009,91,15420,22,2300338,0,19.99
22380,22380,Fallout: New Vegas,Fallout: New Vegas,Oct 19 2010,84,41001,12,4637980,75,9.99
22450,22450,Hunted: The Demon's Forge,Hunted: The Demons Forge(tm),May 30 2011,61,342,14,119806,0,4.99
22600,22600,Worms Reloaded,Worms Reloaded,Aug 26 2010,79,2172,14,898362,61,19.99
22610,22610,Alien Breed: Impact,Alien Breed: Impact,Jun 3 2010,64,722,10,408917,13,9.99
22650,22650,Alien Breed 2: Assault,Alien Breed 2: Assault,Sep 22 2010,63,536,10,480657,13,9.99
22670,22670,Alien Breed 3: Descent,Alien Breed 3: Descent,Nov 17 2010,64,213,10,297362,13,9.99
23310,23310,The Last Remnant,The Last Remnant(tm),Apr 9 2009,66,2466,14,884911,0,9.99
23380,23380,Gyromancer,Gyromancer,Nov 18 2009,71,171,9,191904,0,5.99
23400,23400,Imperium Romanum: Gold Edition,Imperium Romanum Gold Edition,Nov 25 2008,63,162,38,140969,0,9.99
23450,23450,Grand Ages: Rome,Grand Ages: Rome,Mar 20 2009,72,339,18,207687,0,9.99
23490,23490,Tropico 3 - Steam Special Edition,Tropico 3 - Steam Special Edition,Oct 20 2009,79,1266,6,1407356,0,9.99
23500,23500,Puzzle Quest: Galactrix,Puzzle Quest: Galactrix,Feb 24 2009,72,234,9,41250,0,9.99
23530,23530,Earth Defense Force: Insect Armageddon,Earth Defense Force: Insect Armageddon,Dec 14 2011,69,617,5,66359,50,9.99
22140,22140,Penumbra: Requiem,Penumbra: Requiem, ,67,186,2,357085,0,0
24240,24240,PAYDAY: The Heist,PAYDAY(tm) The Heist,Oct 20 2011,76,34196,15,4355863,56,14.99
24420,24420,Aquaria,Aquaria,Dec 15 2008,82,808,14,348656,27,9.99
24480,24480,King Arthur II - The Role-playing Wargame,King Arthur II: The Role-Playing Wargame,Jan 27 2012,66,271,10,162491,23,9.99
24720,24720,Spore: Galactic Adventures,SPORE(tm) Galactic Adventures,Jun 23 2009,70,1363,10,718474,0,19.99
24740,24740,Burnout Paradise: The Ultimate Box,Burnout Paradise: The Ultimate Box,Mar 12 2009,87,7919,12,2048172,0,19.99
24790,24790,Command and Conquer 3: Tiberium Wars,Command & Conquer 3: Tiberium Wars,Nov 13 2009,85,1378,6,432233,0,14.99
24810,24810,Command and Conquer 3: Kane's Wrath,Command & Conquer 3: Kanes Wrath,Nov 13 2009,77,518,10,216116,0,19.99
24840,24840,Medal of Honor: Airborne,Medal of Honor: Airborne,Oct 6 2009,78,1145,10,180964,0,9.99
